Width,Height
5.192529977893192,1.1859934870796307
7.956537983981857,1.0925483878146138
3.83241192103941,1.684257338853387
2.1319749018574985,4.542482956804889
3.2126968096821575,1.6711950223477692
7.242769004689118,1.5009483714384146
8.137161872424567,1.534656613968834
9.902017691644165,0.9466101805509232
4.4495181240916,2.662912131489713
3.963175265548438,3.483335172114489
4.313138920853259,2.183048780994341
7.397453197522106,1.6967130033141007
7.4354856068053925,1.5848100961121734
8.563286780448568,1.415297802820852
4.333675411387225,1.6384291167720517
1.8962098603488433,5.239109968054193
4.10147559491676,2.313513867861287
5.168040551344488,2.0391130617765745
7.622241167686888,1.9967281319338774
1.4301209410609992,6.885831261661756
5.255963644390898,1.2888766654156598
9.355274582922016,1.4594537026934808
4.3087324427703155,1.9205584728117955
9.316735038445803,1.50981069277599
7.424711410956358,1.6934411379704641
5.596021490506102,2.0220553094864737
7.770528927950436,1.0372580133822695
9.42706434750328,0.29124848400602543
8.69687144092401,1.09539347628076
2.124592515917299,4.694462210264621
2.3511721148239006,4.303321966698271
1.7438355919053556,4.228226588571326
2.7187372097993023,3.251781813649782
5.664318797899291,1.9683087747089976
8.511729888260081,1.0515358871047575
4.524504232084034,1.6531663281616242
6.7396642367306505,1.2059550310510672
5.365487079881989,2.510649268722083
2.0514421198658574,5.360540093982776
5.3321713762093434,1.469606429062666
6.468059223936708,1.583818849853601
1.3354245252853527,5.077040193110128
3.9434102498279735,2.7502887934080493
8.001828864834831,0.9657378008012748
2.0006757511291866,7.515909421673154
9.610339842558318,1.7387842737635213
5.393153224836262,2.399333517058195
9.59232701084971,1.047140955339074
4.326825122074467,1.7949353747886596
3.040083340671665,2.991729140237731
4.446937928386297,3.077378462482341
3.186326266345927,2.646474658562664
1.597273568900755,3.839074167602381
4.840645819535014,2.3923152256060827
8.088366880968092,1.8890446364421059
3.2915680156072775,3.4721259294764435
5.202647811441068,0.4349918493506828
4.495910465467396,3.037174551099782
3.629539517223823,3.007568079205559
8.207920880497028,1.3454742707039173
4.498079383235508,1.24718940327653
8.065305306959324,1.057012469766496
3.102690817545702,2.8541076269229357
7.532352918484887,1.5460288913167608
1.8516649729688786,4.827347033120393
4.710024994536061,2.6115396011126344
3.9068902115747406,3.6236226157910014
2.6281947985348237,4.812137818042126
2.6710403550198674,5.077704159850079
6.590550515974191,1.8310769485610132
3.933293623985514,3.1870717009959755
8.887829927906125,1.0560129118026766
8.843294065341283,1.284140184598856
8.753105432963832,0.8127423200957646
3.386730636975388,2.1683340243746487
2.2616118147893673,3.9948640636200037
8.325354671211318,1.5677799824844307
2.0605069580370547,4.595705916028243
4.815900828190206,1.9279341960850074
9.96102314690005,1.1366409315240786
9.648689837487028,1.330350916953045
1.4995582193930566,7.211963473208636
9.138616248004626,0.5643695357728352
1.631983706628198,6.384379688936051
5.928337279050752,1.6334284806473522
4.6719650923801606,1.4307133451240623
7.717689497734382,1.182582435801725
8.095320955317428,0.9521842676592366
3.929397578815341,2.172735085849136
8.059275562841082,0.9680994856923704
8.673138794196053,0.7517380507149568
5.624954652637437,1.2796279203571763
4.064850436324044,3.062461820683181
8.330100705539827,1.2944269288781536
2.8348568270662136,2.475547404546797
6.717623566197263,0.9407713158822132
1.2271497713198474,9.61622550244122
6.476014683116885,1.7507846663464197
1.3556942765854858,13.79203736878991
5.734023714295951,1.4554707430224125
8.093980391075863,1.6239634704987695
1.6863545211911863,5.990572563923882
5.561113558741408,2.4907460923162144
9.201889511046696,1.1967839657464312
6.58506998821269,1.9807238613880394
9.51992297774132,1.0370348102611469
4.492776391002456,3.9744629429314964
9.453560305193806,0.6516901950461683
8.978355419069699,1.2870696177510772
4.783127286585183,1.6178064007014639
3.487112828730983,2.2736157053537474
8.571359261499314,0.8750295586122807
8.917337343471162,1.2774687221766565
8.623804950090319,0.4810421922493737
3.2517068105480216,1.4399489566650405
